name,function,systematicName,allInteractors.participant.symbol,allInteractors.participant.secondaryIdentifier,allInteractors.biologicalRole,allInteractors.stoichiometry,allInteractors.type,identifier,properties,accession,allInteractors.participant.genes.primaryIdentifier,complex.link
"Anaphase-Promoting Complex, CDC20 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, CDH1 is dephosphorylated, CDC20 is degraded and APC-Cdh1 (CPX-761) activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC20:CDC23:CDC26:CDC27:DOC1:MND2:SWM1,Cdc16p,YKL022C,unspecified role,?,protein,EBI:EBI-1252490,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity.  The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with Apc1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-760,SGD:S000001505,https://www.yeastgenome.org/complex/CPX-760
"Anaphase-Promoting Complex, CDC20 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, CDH1 is dephosphorylated, CDC20 is degraded and APC-Cdh1 (CPX-761) activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC20:CDC23:CDC26:CDC27:DOC1:MND2:SWM1,Cdc20p,YGL116W,?,?,protein,EBI:EBI-1252490,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity.  The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with Apc1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-760,SGD:S000003084,https://www.yeastgenome.org/complex/CPX-760
"Anaphase-Promoting Complex, CDC20 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, CDH1 is dephosphorylated, CDC20 is degraded and APC-Cdh1 (CPX-761) activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC20:CDC23:CDC26:CDC27:DOC1:MND2:SWM1,Cdc23p,YHR166C,unspecified role,?,protein,EBI:EBI-1252490,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity.  The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with Apc1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-760,SGD:S000001209,https://www.yeastgenome.org/complex/CPX-760
"Anaphase-Promoting Complex, CDC20 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, CDH1 is dephosphorylated, CDC20 is degraded and APC-Cdh1 (CPX-761) activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC20:CDC23:CDC26:CDC27:DOC1:MND2:SWM1,Cdc26p,YFR036W,?,?,protein,EBI:EBI-1252490,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity.  The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with Apc1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-760,SGD:S000001932,https://www.yeastgenome.org/complex/CPX-760
"Anaphase-Promoting Complex, CDC20 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, CDH1 is dephosphorylated, CDC20 is degraded and APC-Cdh1 (CPX-761) activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC20:CDC23:CDC26:CDC27:DOC1:MND2:SWM1,Cdc27p,YBL084C,unspecified role,?,protein,EBI:EBI-1252490,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity.  The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with Apc1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-760,SGD:S000000180,https://www.yeastgenome.org/complex/CPX-760
"Anaphase-Promoting Complex, CDC20 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, CDH1 is dephosphorylated, CDC20 is degraded and APC-Cdh1 (CPX-761) activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC20:CDC23:CDC26:CDC27:DOC1:MND2:SWM1,Doc1p,YGL240W,unspecified role,?,protein,EBI:EBI-1252490,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity.  The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with Apc1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-760,SGD:S000003209,https://www.yeastgenome.org/complex/CPX-760
"Anaphase-Promoting Complex, CDC20 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, CDH1 is dephosphorylated, CDC20 is degraded and APC-Cdh1 (CPX-761) activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC20:CDC23:CDC26:CDC27:DOC1:MND2:SWM1,Mnd2p,YIR025W,unspecified role,?,protein,EBI:EBI-1252490,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity.  The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with Apc1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-760,SGD:S000001464,https://www.yeastgenome.org/complex/CPX-760
"Anaphase-Promoting Complex, CDC20 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, CDH1 is dephosphorylated, CDC20 is degraded and APC-Cdh1 (CPX-761) activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC20:CDC23:CDC26:CDC27:DOC1:MND2:SWM1,Swm1p,YDR260C,unspecified role,?,protein,EBI:EBI-1252490,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity.  The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with Apc1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-760,SGD:S000002668,https://www.yeastgenome.org/complex/CPX-760
"Anaphase-Promoting Complex, CDH1 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 (CPX-760) is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, Cdh1 is dephosphorylated, Cdc20 is degraded and APC-Cdh1 activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC23:CDC26:CDC27:CDH1:DOC1:MND2:SWM1,Apc11p,YDL008W,?,?,protein,EBI:EBI-1252538,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity. The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with APC1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-761,SGD:S000002166,https://www.yeastgenome.org/complex/CPX-761
"Anaphase-Promoting Complex, CDH1 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 (CPX-760) is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, Cdh1 is dephosphorylated, Cdc20 is degraded and APC-Cdh1 activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC23:CDC26:CDC27:CDH1:DOC1:MND2:SWM1,Apc1p,YNL172W,unspecified role,?,protein,EBI:EBI-1252538,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity. The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with APC1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-761,SGD:S000005116,https://www.yeastgenome.org/complex/CPX-761
"Anaphase-Promoting Complex, CDH1 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 (CPX-760) is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, Cdh1 is dephosphorylated, Cdc20 is degraded and APC-Cdh1 activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC23:CDC26:CDC27:CDH1:DOC1:MND2:SWM1,Apc2p,YLR127C,?,?,protein,EBI:EBI-1252538,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity. The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with APC1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-761,SGD:S000004117,https://www.yeastgenome.org/complex/CPX-761
"Anaphase-Promoting Complex, CDH1 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 (CPX-760) is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, Cdh1 is dephosphorylated, Cdc20 is degraded and APC-Cdh1 activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC23:CDC26:CDC27:CDH1:DOC1:MND2:SWM1,Apc4p,YDR118W,?,?,protein,EBI:EBI-1252538,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity. The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with APC1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-761,SGD:S000002525,https://www.yeastgenome.org/complex/CPX-761
"Anaphase-Promoting Complex, CDH1 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 (CPX-760) is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, Cdh1 is dephosphorylated, Cdc20 is degraded and APC-Cdh1 activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC23:CDC26:CDC27:CDH1:DOC1:MND2:SWM1,Apc5p,YOR249C,unspecified role,?,protein,EBI:EBI-1252538,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity. The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with APC1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-761,SGD:S000005775,https://www.yeastgenome.org/complex/CPX-761
"Anaphase-Promoting Complex, CDH1 variant","APC, a key regulator of cell cycle progression, is a conserved cullin-RING E3 ubiqutin ligase which facilitates multiubiqutination of cell cycle proteins, including cyclins, so marking them for proteasomal destruction. Generally believed that APC acts as a scaffold that brings E2 enzymes and substrates into close proximity. APC activity is required for metaphase-anaphase transition, mitotic exit, G1 phase and DNA replication. Targets securin for destruction, which is necessary for chromosome segregation. APC seems to have similar function in meiosis. Co-activators, CDC20 and CDH1, associate with APC core complex (CPX-756) at specific stages of cell cycle, and are thought to be involved in substrate specificity. APC-Cdc20 (CPX-760) is active in presence of high cyclin-cdk activity in M phase but after metaphase when cyclin-cdk activity decreases, Cdh1 is dephosphorylated, Cdc20 is degraded and APC-Cdh1 activated. Ama1 (CPX-762) is meiotic co-activator required for sporulation and contributes to securin degradation and cyclin Clb5 in anaphase of meiosis. All APC co-activators, characterized by the presence of sequence elements, C-box and the IR-tail, that mediate their binding to APC, contain a C-terminal WD40 domain, predicted to fold into a propeller-like structure, believed to recognize APC substrates by interacting with specific recognition elements in substrates, D-boxes and KEN-boxes. Genetic inactivation of APC is lethal.",APC1:APC2:APC4:APC5:APC9:APC11:CDC16:CDC23:CDC26:CDC27:CDH1:DOC1:MND2:SWM1,Apc9p,YLR102C,?,?,protein,EBI:EBI-1252538,"MW = 1.7 MDa. APC is an asymmetric triangular complex (200 by 230 A in size), composed of an outer wall that encloses an internal cavity. The largest APC subunit, APC1, bridges two distinct subcomplexes, the ?catalytic core? subcomplex including APC2 and APC11, the Cullin and RING-finger subunits that characterize the APC as a member of the multisubunit cullin-RING family of ubiquitin ligases, and the three TPR subunits CDC27, CDC16, and CDC23, and requires APC4 and APC5 to interact with APC1. May also exist as a dimer in vivo. Purified APC forms dimers in vitro, which have enhanced processivity.",CPX-761,SGD:S000004092,https://www.yeastgenome.org/complex/CPX-761
