primaryIdentifier,secondaryIdentifier,symbol,name,sgdAlias,briefDescription,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,chromosomeLocation.strand,organism.shortName,featureType,gene.link
SGD:S000007294,YNCO0025W,SNR17A,Small Nucleolar RNA,snR17a|U3,Small nucleolar RNA (snoRNA) U3,chrXV,780107,780596,1,S. cerevisiae,snoRNA gene,https://www.yeastgenome.org/locus/S000007294
SGD:S000002684,YDR276C,PMP3,Plasma Membrane Proteolipid,SNA1,Small plasma membrane protein,chrIV,1013476,1013643,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002684
SGD:S000004219,YLR229C,CDC42,Cell Division Cycle,Rho family GTPase CDC42,Small rho-like GTPase,chrXII,604212,604787,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004219
SGD:S000005829,YOR303W,CPA1,Carbamyl Phosphate synthetase A,carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA1,Small subunit of carbamoyl phosphate synthetase,chrXV,882899,884134,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005829
SGD:S000004160,YLR170C,APS1,clathrin Associated Protein complex Small subunit,YAP19,Small subunit of the clathrin-associated adaptor complex AP-1,chrXII,500579,501049,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004160
SGD:S000003819,YJR058C,APS2,clathrin Associated Protein complex Small subunit,YAP17,Small subunit of the clathrin-associated adaptor complex AP-2,chrX,544732,545175,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003819
SGD:S000003561,YJL024C,APS3,clathrin Associated Protein complex Small subunit,YKS7,Small subunit of the clathrin-associated adaptor complex AP-3,chrX,395931,396592,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003561
SGD:S000006099,YPL178W,CBC2,Cap Binding Complex,CBP20|MUD13|nuclear cap-binding protein subunit CBC2|SAE1,Small subunit of the heterodimeric cap binding complex with Sto1p,chrXVI,212158,212784,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006099
SGD:S000003605,YJL069C,UTP18,U Three Protein,?,Small-subunit processome protein involved in pre-18S rRNA maturation,chrX,310922,312706,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003605
SGD:S000003985,YLL062C,MHT1,S-Methylmethionine-Homocysteine methylTransferase,S-adenosylmethionine-homocysteine S-methyltransferase MHT1,S-methylmethionine-homocysteine methyltransferase,chrXII,16639,17613,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003985
SGD:S000002571,YDR164C,SEC1,SECretory,?,Sm-like protein involved in docking and fusion of exocytic vesicles,chrIV,782041,784215,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002571
SGD:S000001165,YHR123W,EPT1,EthanolaminePhosphoTransferase,bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase,"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase",chrVIII,354815,356081,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001165
SGD:S000003701,YJL165C,HAL5,HALotolerance,protein kinase HAL5,Snf1p-related nutrient-responsive protein kinase,chrX,106894,109461,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003701
SGD:S000000017,YAL019W,FUN30,Function Unknown Now,DNA-dependent ATPase FUN30,Snf2p family member with ATP-dependent chromatin remodeling activity,chrI,114919,118314,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000017
SGD:S000006261,YPR057W,BRR1,Bad Response to Refrigeration,?,snRNP protein component of spliceosomal snRNPs,chrXVI,672471,673496,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006261
SGD:S000000773,YEL047C,FRD1,Fumarate ReDuctase,FRDS1|fumarate reductase,Soluble fumarate reductase,chrV,65385,66797,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000773
SGD:S000000368,YBR164C,ARL1,ADP-Ribosylation factor-Like,Arf family GTPase ARL1|DLP2,Soluble GTPase with a role in regulation of membrane traffic,chrII,567875,568426,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000368
SGD:S000002405,YDL246C,SOR2,?,L-iditol 2-dehydrogenase SOR2,Sorbitol dehydrogenase,chrIV,8683,9756,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002405
SGD:S000003920,YJR159W,SOR1,?,L-iditol 2-dehydrogenase SOR1|SDH1,Sorbitol dehydrogenase,chrX,736044,737117,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003920
SGD:S000006362,YPR158W,CUR1,Curing of [URe3],?,"Sorting factor, central regulator of spatial protein quality control",chrXVI,843262,844020,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006362
SGD:S000003573,YJL036W,SNX4,Sorting NeXin,ATG24|CVT13,Sorting nexin,chrX,378825,380096,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003573
SGD:S000002833,YDR425W,SNX41,Sorting NeXin,?,Sorting nexin,chrIV,1320064,1321941,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002833
SGD:S000002271,YDL113C,ATG20,AuTophaGy related,CVT20|SNX42,Sorting nexin family member,chrIV,256633,258555,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002271
SGD:S000005884,YOR357C,SNX3,Sorting NeXin,GRD19,Sorting nexin for late-Golgi enzymes,chrXV,1009224,1009712,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005884
SGD:S000002986,YGL018C,JAC1,J-type Accessory Chaperone,J-type chaperone JAC1,Specialized J-protein that functions in Fe-S cluster biogenesis,chrVII,459110,459664,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002986
SGD:S000001451,YIR012W,SQT1,Suppressor of QSR1 Truncations,?,Specific assembly chaperone for ribosomal protein Rpl10p,chrIX,378486,379781,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001451
SGD:S000004738,YMR131C,RRB1,Regulator of Ribosome Biogenesis,ribosome biosynthesis protein RRB1,Specific assembly chaperone for ribosomal protein Rpl3p,chrXIII,533163,534698,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004738
SGD:S000002568,YDR161W,ACL4,Assembly Chaperone of RpL4,?,Specific assembly chaperone for ribosomal protein Rpl4a/Rpl4b,chrIV,779043,780206,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002568
SGD:S000001607,YKL124W,SSH4,Suppressor of SHr3 deletion,MLF4,Specificity factor required for Rsp5p-dependent ubiquitination,chrXI,210593,212332,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001607
SGD:S000004781,YMR171C,EAR1,Endosomal Adaptor of Rsp5p,?,Specificity factor required for Rsp5p-dependent ubiquitination,chrXIII,603868,605520,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004781
SGD:S000004057,YLR067C,PET309,PETite colonies,?,Specific translational activator for the COX1 mRNA,chrXII,267813,270710,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004057
SGD:S000002758,YDR350C,ATP22,ATPase synthase,TCM10,Specific translational activator for the mitochondrial ATP6 mRNA,chrIV,1176120,1178174,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002758
SGD:S000004193,YLR203C,MSS51,Mitochondrial Splicing Suppressor,?,Specific translational activator for the mitochondrial COX1 mRNA,chrXII,550650,551960,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004193
SGD:S000006273,YPR069C,SPE3,SPErmidine auxotroph,spermidine synthase,Spermidine synthase,chrXVI,684556,685437,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006273
SGD:S000004136,YLR146C,SPE4,SPErmidine auxotroph,spermine synthase,Spermine synthase,chrXII,432823,433725,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004136
SGD:S000000566,YCL061C,MRC1,Mediator of the Replication Checkpoint,chromatin-modulating protein MRC1|YCL060C,S-phase checkpoint protein required for DNA replication,chrIII,18816,22106,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000566
SGD:S000002705,YDR297W,SUR2,SUppressor of Rvs161 and rvs167 mutations,sphingosine hydroxylase|SYR2,Sphinganine C4-hydroxylase,chrIV,1056551,1057600,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002705
SGD:S000005697,YOR171C,LCB4,Long-Chain Base,sphinganine kinase LCB4,Sphingoid long-chain base kinase,chrXV,652010,653884,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005697
SGD:S000005575,YOR049C,RSB1,Resistance to Sphingoid long-chain Base,phospholipid-translocating ATPase RSB1,Sphingoid long-chain base (LCB) efflux transporter,chrXV,422668,423732,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005575
SGD:S000004885,YMR272C,SCS7,Suppressor of Ca2+ Sensitivity,FAH1|fatty acid alpha-hydroxylase,Sphingolipid alpha-hydroxylase,chrXIII,809623,810777,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004885
SGD:S000002537,YDR130C,FIN1,Filaments In between Nuclei,?,Spindle pole body-related intermediate filament protein,chrIV,715747,716622,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002537
SGD:S000004449,YLR457C,NBP1,Nap1 Binding Protein,?,Spindle pole body (SPB) component,chrXII,1055812,1056771,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004449
SGD:S000006190,YPL269W,KAR9,KARyogamy,?,Spindle positioning factor,chrXVI,33013,34947,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006190
SGD:S000003510,YGR278W,CWC22,Complexed With Cef1p,U2-type spliceosomal complex subunit CWC22,Spliceosome-associated protein that is required for pre-mRNA splicing,chrVII,1046731,1048464,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003510
SGD:S000000259,YBR055C,PRP6,Pre-mRNA Processing,RNA6|TSM7269|U4/U6-U5 snRNP complex subunit PRP6,Splicing factor,chrII,344602,347301,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000259
SGD:S000006382,YPR178W,PRP4,Pre-mRNA Processing,RNA4|U4/U6-U5 snRNP complex subunit PRP4,Splicing factor,chrXVI,892332,893729,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006382
SGD:S000002881,YDR473C,PRP3,Pre-mRNA Processing,RNA3|U4/U6-U5 snRNP complex subunit PRP3,Splicing factor,chrIV,1404445,1405854,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002881
SGD:S000003323,YGR091W,PRP31,Pre-mRNA Processing,U4/U6-U5 snRNP complex subunit PRP31,Splicing factor,chrVII,666341,667825,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003323
SGD:S000003238,YGR006W,PRP18,Pre-mRNA Processing,mRNA splicing protein PRP18,Splicing factor and component of snRNP U5,chrVII,506070,506825,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003238
SGD:S000003959,YLL036C,PRP19,Pre-RNA Processing,E3 ubiquitin-protein ligase PRP19|PSO4,Splicing factor associated with the spliceosome,chrXII,66745,68256,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003959
SGD:S000005189,YNL245C,CWC25,Complexed With Cef1p,U2-type spliceosomal complex subunit CWC25,Splicing factor required for the first step of pre-mRNA splicing,chrXIV,186346,186885,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005189
SGD:S000003325,YGR093W,DRN1,Debranching enzyme-associated RiboNuclease,?,Splicing factor that modulates turnover of branched RNAs by Dbr1p,chrVII,670388,671911,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003325
SGD:S000004881,YMR268C,PRP24,Pre-mRNA Processing,U6 snRNP complex subunit PRP24,Splicing factor that reanneals snRNPs during spliceosome recycling,chrXIII,802888,804222,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004881
SGD:S000001460,YIR021W,MRS1,Mitochondrial RNA Splicing,PET157,Splicing protein,chrIX,397294,398385,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001460
SGD:S000006396,YPR192W,AQY1,AQuaporin from Yeast,?,Spore-specific water channel,chrXVI,921860,922777,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006396
SGD:S000001228,YHR185C,PFS1,Prospore Formation at Spindles,ADY1,Sporulation protein required for prospore membrane formation,chrVIII,474627,475340,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001228
SGD:S000000898,YER096W,SHC1,Sporulation-specific Homolog of CSD4,?,Sporulation-specific activator of Chs3p (chitin synthase III),chrV,351698,353236,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000898
SGD:S000002811,YDR403W,DIT1,DITyrosine,?,Sporulation-specific enzyme required for spore wall maturation,chrIV,1274602,1276212,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002811
SGD:S000005716,YOR190W,SPR1,SPorulation Regulated,"glucan 1,3-beta-glucosidase|SSG1","Sporulation-specific exo-1,3-beta-glucanase",chrXV,690695,692032,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005716
SGD:S000002626,YDR218C,SPR28,SPorulation Regulated,septin SPR28,Sporulation-specific homolog of the CDC3/10/11/12 family of genes,chrIV,903781,905052,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002626
SGD:S000003291,YGR059W,SPR3,SPorulation Regulated,septin SPR3,Sporulation-specific homolog of the CDC3/10/11/12 family of genes,chrVII,607563,609101,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003291
SGD:S000005768,YOR242C,SSP2,Sporulation SPecific,?,Sporulation specific protein that localizes to the spore wall,chrXV,788742,789857,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005768
SGD:S000005140,YNL196C,SLZ1,?,?,Sporulation-specific protein with a leucine zipper motif,chrXIV,270275,271171,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005140
SGD:S000005547,YOR021C,SFM1,Spout Family Methyltransferase 1,protein-arginine N-methyltransferase SFM1,SPOUT methyltransferase,chrXV,372798,373439,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005547
SGD:S000003295,YGR063C,SPT4,SuPpressor of Ty's,transcription elongation factor SPT4,Spt4p/5p (DSIF) transcription elongation factor complex subunit,chrVII,617516,617824,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003295
SGD:S000004470,YML010W,SPT5,SuPpressor of Ty's,transcription elongation factor SPT5,Spt4p/5p (DSIF) transcription elongation factor complex subunit,chrXIII,247677,250868,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004470
SGD:S000003407,YGR175C,ERG1,ERGosterol biosynthesis,squalene monooxygenase,Squalene epoxidase,chrVII,846933,848423,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003407
SGD:S000004829,YMR216C,SKY1,SRPK1-like Kinase in Yeast,serine/threonine protein kinase SKY1,SR protein kinase (SRPK),chrXIII,698811,701039,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004829
SGD:S000007222,YCR028C-A,RIM1,Replication In Mitochondria,?,ssDNA-binding protein essential for mitochondrial genome maintenance,chrIII,172950,173440,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007222
SGD:S000002127,YER019C-A,SBH2,Sec61 beta homolog 2,Arf family guanine nucleotide exchange factor SBH2|SEB2,Ssh1p-Sss1p-Sbh2p complex component,chrV,194273,194539,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002127
SGD:S000002931,YDR523C,SPS1,SPorulation Specific,putative serine/threonine protein kinase SPS1,STE20-family GCKIII protein kinase,chrIV,1485566,1487038,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002931
SGD:S000004708,YMR102C,LAF1,Lam2/Ltc4-Associated Factor,?,Sterol-binding beta-propeller protein,chrXIII,469848,472352,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004708
SGD:S000002734,YDR326C,YSP2,Yeast Suicide Protein,LAM2|LTC4,Sterol-binding protein,chrIV,1120609,1124925,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002734
SGD:S000001721,YKR013W,PRY2,Pathogen Related in Yeast,sterol-binding protein|YFW12,Sterol binding protein involved in the export of acetylated sterols,chrXI,463959,464948,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001721
SGD:S000001122,YHR080C,LAM4,Lipid transfer protein Anchored at Membrane contact sites,LTC3,Sterol-binding protein that localizes to puncta in the cortical ER,chrVIII,262801,266838,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001122
SGD:S000003495,YGR263C,SAY1,Steryl Acetyl hYdrolase,steryl deacetylase,Sterol deacetylase,chrVII,1017967,1019241,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003495
SGD:S000006066,YPL145C,KES1,KrE11-1 Suppressor,BSR3|LPI3|OSH4|oxysterol-binding protein KES1,Sterol/phosphatidylinositol-4-phosphate (PI(4)P) exchanger,chrXVI,278395,279699,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006066
SGD:S000002621,YDR213W,UPC2,UPtake Control,MOX4,Sterol regulatory element binding protein,chrIV,889751,892492,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002621
SGD:S000004218,YLR228C,ECM22,ExtraCellular Mutant,?,Sterol regulatory element binding protein,chrXII,600019,602463,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004218
SGD:S000004062,YLR072W,LAM6,Lipid transfer protein Anchored at Membrane contact site,LTC1,Sterol transporter that transfers sterols between membranes,chrXII,278862,280943,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004062
SGD:S000002204,YDL046W,NPC2,Niemann Pick type C homolog,sterol transporter,"Sterol transport protein, functional homolog of human NPC2 Niemann-Pic",chrIV,371240,371761,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002204
SGD:S000001446,YIR007W,EGH1,Cryptococcus neoformans EGCrP2 Homolog,hydrolase,Steryl-beta-glucosidase with broad specificity for aglycones,chrIX,370704,372998,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001446
SGD:S000004010,YLR020C,YEH2,Yeast steryl Ester Hydrolase,sterol esterase,Steryl ester hydrolase,chrXII,181789,183405,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004010
SGD:S000001623,YKL140W,TGL1,TriGlyceride Lipase,sterol esterase|YKL5,Steryl ester hydrolase,chrXI,180779,182425,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001623
SGD:S000003935,YLL012W,YEH1,Yeast steryl Ester Hydrolase,sterol esterase,Steryl ester hydrolase,chrXII,125534,127255,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003935
SGD:S000002175,YDL017W,CDC7,Cell Division Cycle,LSD6|SAS1|serine/threonine protein kinase CDC7,S/T kinase and catalytic subunit of DDK (Dbf4-dependent kinase),chrIV,424209,425732,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002175
SGD:S000002529,YDR122W,KIN1,KINase,serine/threonine protein kinase KIN1,S/T protein kinase,chrIV,694700,697894,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002529
SGD:S000004086,YLR096W,KIN2,KINase,serine/threonine protein kinase KIN2,S/T protein kinase,chrXII,332590,336033,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004086
SGD:S000001609,YKL126W,YPK1,Yeast Protein Kinase,serine/threonine protein kinase YPK1|SLI2,S/T protein kinase,chrXI,205707,207749,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001609
SGD:S000000897,YER095W,RAD51,RADiation sensitive,MUT5|recombinase RAD51,Strand exchange protein,chrV,349980,351182,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000897
SGD:S000005037,YNL093W,YPT53,Yeast Protein Two,Rab family GTPase YPT53,Stress-induced Rab family GTPase,chrXIV,449868,450530,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005037
SGD:S000002861,YDR453C,TSA2,Thiol-Specific Antioxidant,cTPxII|thioredoxin peroxidase TSA2,Stress inducible cytoplasmic thioredoxin peroxidase,chrIV,1365072,1365662,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002861
SGD:S000001375,YIL113W,SDP1,Stress-inducible Dual specificity Phosphatase,mitogen-activated protein kinase tyrosine protein phosphatase SDP1,Stress-inducible dual-specificity MAP kinase phosphatase,chrIX,150559,151188,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001375
SGD:S000001545,YKL062W,MSN4,Multicopy suppressor of SNF1 mutation,stress-responsive transcriptional activator MSN4,Stress-responsive transcriptional activator,chrXI,323228,325120,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001545
SGD:S000004640,YMR037C,MSN2,Multicopy suppressor of SNF1 mutation,stress-responsive transcriptional activator MSN2,Stress-responsive transcriptional activator,chrXIII,344403,346517,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004640
SGD:S000005235,YNL291C,MID1,Mating pheromone-Induced Death,?,Stretch-activated Ca2+-permeable cation channel,chrXIV,84169,85815,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005235
SGD:S000004198,YLR208W,SEC13,SECretory,ANU3|GTPase-activating protein SEC13,Structural component of 3 complexes,chrXII,559551,560444,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004198
SGD:S000004217,YLR227C,ADY4,Accumulation of DYads,?,Structural component of the meiotic outer plaque,chrXII,590562,592043,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004217
SGD:S000000154,YBL058W,SHP1,Suppressor of High-copy PP1,protein phosphatase regulator SHP1|UBX1,Substrate adaptor for Cdc48p,chrII,111437,112708,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000154
SGD:S000004139,YLR149C,GID11,Glucose Induced Degradation deficient,?,Substrate receptor of the glucose-induced degradation-deficient (GID) ,chrXII,437631,439823,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004139
SGD:S000000374,YBR170C,NPL4,Nuclear Protein Localization,HRD4|nuclear protein localization protein 4,Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase,chrII,576344,578086,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000374
SGD:S000003280,YGR048W,UFD1,Ubiquitin Fusion Degradation protein,polyubiquitin-binding protein UFD1,Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase,chrVII,589826,590911,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003280
SGD:S000005204,YNL260C,LTO1,required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen,ribosome biosynthesis protein LTO1,Substrate-specific adaptor protein involved in apo-Rli1p maturation,chrXIV,156859,157347,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005204
SGD:S000003828,YJR067C,YAE1,?,?,Substrate-specific adaptor protein involved in apo-Rli1p maturation,chrX,567019,567444,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003828
SGD:S000002574,YDR167W,TAF10,TATA binding protein-Associated Factor,TAF23|TAF25|TafII25,Subunit (145 kDa) of TFIID and SAGA complexes,chrIV,789449,790069,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002574
SGD:S000004849,YMR236W,TAF9,TATA binding protein-Associated Factor,chromatin modification protein|TAF17|TafII17,Subunit (17 kDa) of TFIID and SAGA complexes,chrXIII,742971,743444,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004849
SGD:S000006395,YPR191W,QCR2,QH2:cytochrome-C oxidoReductase,COR2|ubiquinol--cytochrome-c reductase subunit 2|UCR2,Subunit 2 of ubiquinol cytochrome-c reductase (Complex III),chrXVI,919381,920487,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006395
SGD:S000002706,YDR298C,ATP5,ATP synthase,F1F0 ATP synthase subunit 5|OSC1,Subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase,chrIV,1058176,1058814,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002706
SGD:S000003080,YGL112C,TAF6,TATA binding protein-Associated Factor,TAF60|TafII60|TATA-binding protein-associated factor TAF6,Subunit (60 kDa) of TFIID and SAGA complexes,chrVII,298178,299728,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003080
SGD:S000002552,YDR145W,TAF12,TATA binding protein-Associated Factor,TAF61|TAF68|TafII61|TafII68,Subunit (61/68 kDa) of TFIID and SAGA complexes,chrIV,746738,748357,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002552
SGD:S000001929,YFR033C,QCR6,ubiQuinol-cytochrome C oxidoReductase,COR3|ubiquinol--cytochrome-c reductase subunit 6|UCR6,Subunit 6 of the ubiquinol cytochrome-c reductase complex,chrVI,224326,224769,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001929
SGD:S000002937,YDR529C,QCR7,ubiQuinol-cytochrome C oxidoReductase,COR4|CRO1|ubiquinol--cytochrome-c reductase subunit 7|UCR7,Subunit 7 of ubiquinol cytochrome-c reductase (Complex III),chrIV,1496165,1496548,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002937
SGD:S000007267,Q0080,ATP8,ATP synthase,AAP1|F1F0 ATP synthase subunit 8,Subunit 8 of the F0 sector of mitochondrial F1F0 ATP synthase,chrmt,27666,27812,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007267
SGD:S000003702,YJL166W,QCR8,ubiQuinol-cytochrome C oxidoReductase,COR5|ubiquinol--cytochrome-c reductase subunit 8,Subunit 8 of ubiquinol cytochrome-c reductase (Complex III),chrX,106434,106718,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003702
SGD:S000000402,YBR198C,TAF5,TATA binding protein-Associated Factor,chromatin modification protein|TAF90|TafII90,Subunit (90 kDa) of TFIID and SAGA complexes,chrII,616127,618523,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000402
SGD:S000003415,YGR183C,QCR9,ubiQuinol-cytochrome C oxidoReductase,ubiquinol--cytochrome-c reductase subunit 9|UCR9,Subunit 9 of ubiquinol cytochrome-c reductase (Complex III),chrVII,859063,859476,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003415
SGD:S000001926,YFR030W,MET10,METhionine requiring,sulfite reductase subunit alpha,Subunit alpha of assimilatory sulfite reductase,chrVI,213312,216419,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001926
SGD:S000007268,Q0085,ATP6,ATP synthase,F1F0 ATP synthase subunit a|OLI2|OLI4|PHO1,Subunit a of the F0 sector of mitochondrial F1F0 ATP synthase,chrmt,28487,29266,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007268
SGD:S000002344,YDL185W,VMA1,Vacuolar Membrane Atpase,CLS8|H(+)-transporting V1 sector ATPase subunit A|TFP1,Subunit A of the V1 peripheral membrane domain of V-ATPase,chrIV,126787,130002,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002344
SGD:S000005796,YOR270C,VPH1,Vacuolar pH,H(+)-transporting V0 sector ATPase subunit a,Subunit a of the vacuolar-ATPase V0 domain,chrXV,828052,830574,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005796
